date,mau_us,mau_row
2019-06-27,33857364,216688297
2019-06-28,33764354,216489436
2019-06-29,33760701,216468879
2019-06-30,33745273,216439968
2019-07-01,33707838,216371875
2019-07-02,33668022,216320788
2019-07-03,33589922,216323476
2019-07-04,33364057,216049390
2019-07-05,33224057,215796264
2019-07-06,33209975,215783685
2019-07-07,33195027,215739385
2019-07-08,33184522,215652223
2019-07-09,33163476,215251635
2019-07-10,33130453,214907325
2019-07-11,33088271,214433914
2019-07-12,33040022,213936138
2019-07-13,33035613,213857260
2019-07-14,33033620,213703903
2019-07-15,33040149,213332055
2019-07-16,33038454,212839097
2019-07-17,33012870,212377822
2019-07-18,32979136,211995995
2019-07-19,32931571,211507572
2019-07-20,32922353,211396094
2019-07-21,32907793,211212673
2019-07-22,32893889,210813991
2019-07-23,32875583,210268575
2019-07-24,32845792,209723883
2019-07-25,32816957,209096521
2019-07-26,32765365,208370193
2019-07-27,32740561,208216443
2019-07-28,32717011,207981685
2019-07-29,32723254,207661576
2019-07-30,32755532,207324702
2019-07-31,32802212,207102632
2019-08-01,33008203,206907956
2019-08-02,33104585,206548683
2019-08-03,33119397,206527815
2019-08-04,33120773,206391705
2019-08-05,33180998,206392764
2019-08-06,33228153,206255100
2019-08-07,33251110,205957272
2019-08-08,33274210,205649817
2019-08-09,33295245,205255082
2019-08-10,33306670,205173988
2019-08-11,33311113,204951836
2019-08-12,33392146,204791750
2019-08-13,33475001,204688452
2019-08-14,33554192,204582058
2019-08-15,33638124,204248866
2019-08-16,33723435,203998459
2019-08-17,33753163,204014149
2019-08-18,33785447,204018866
2019-08-19,33960994,204308424
2019-08-20,34123332,204593533
2019-08-21,34288143,204817709
2019-08-22,34430565,204909458
2019-08-23,34547087,204852334
2019-08-24,34586287,204908522
2019-08-25,34626562,204920479
2019-08-26,34846421,205443723
2019-08-27,35034409,205783234
2019-08-28,35184878,205830431
2019-08-29,35321719,206006400
2019-08-30,35411250,206109200
2019-08-31,35424189,206277510
2019-09-01,35423472,206535827
2019-09-02,35307382,207549038
2019-09-03,35459440,208516436
2019-09-04,35618116,209253197
2019-09-05,35769882,210026911
2019-09-06,35865041,210528085
2019-09-07,35880827,210762064
2019-09-08,35899105,211071401
2019-09-09,36041459,212037210
2019-09-10,36155768,212751534
2019-09-11,36242866,213327972
2019-09-12,36316750,214083764
2019-09-13,36342876,214405451
2019-09-14,36330758,214525141
2019-09-15,36317337,214602619
2019-09-16,36362238,215277597
2019-09-17,36403270,215872840
2019-09-18,36419260,216322117
2019-09-19,36434006,216792668
2019-09-20,36414277,217119445
2019-09-21,36401334,217284480
2019-09-22,36389034,217411301
2019-09-23,36397398,217931148
2019-09-24,36396327,218376356
2019-09-25,36409171,218752191
2019-09-26,36444763,219116050
2019-09-27,36441160,219270728
2019-09-28,36434171,219359433
2019-09-29,36441187,219486115
2019-09-30,36690729,219986505
2019-10-01,36735008,220234056
2019-10-02,36743912,220222703
2019-10-03,36746393,220086045
2019-10-04,36743137,219910112
2019-10-05,36728250,219926926
2019-10-06,36707951,219902510
2019-10-07,36753651,220005194
2019-10-08,36785708,220240403
2019-10-09,36766531,220403083
2019-10-10,36750955,220530248
2019-10-11,36716340,220677956
2019-10-12,36706438,220827042
2019-10-13,36680904,220813805
2019-10-14,36638631,220920440
2019-10-15,36642921,221038955
2019-10-16,36670747,221199230
2019-10-17,36672601,221288025
2019-10-18,36651243,221325726
2019-10-19,36645275,221416199
2019-10-20,36634617,221417100
2019-10-21,36672739,221478597
2019-10-22,36707357,221488743
2019-10-23,36720737,221470828
2019-10-24,36708074,221297975
2019-10-25,36677359,221045761
2019-10-26,36667046,220953957
2019-10-27,36644136,220690267
2019-10-28,36633364,220254624
2019-10-29,36615364,219974516
2019-10-30,36585198,219923455
2019-10-31,36559064,219819716
2019-11-01,36507450,219499555
2019-11-02,36500940,219553750
2019-11-03,36489972,219576168
2019-11-04,36502584,219908756
2019-11-05,36506477,220188554
2019-11-06,36521363,220290902
2019-11-07,36528141,220384089
2019-11-08,36532838,220418073
2019-11-09,36537534,220422497
2019-11-10,36528968,220433278
2019-11-11,36522232,220402052
2019-11-12,36565615,220581500
2019-11-13,36614400,220682163
2019-11-14,36648436,220776646
2019-11-15,36680286,220687268
2019-11-16,36680540,220668281
2019-11-17,36662292,220585961
2019-11-18,36634009,220683487
2019-11-19,36598235,220727794
2019-11-20,36558627,220669710
2019-11-21,36510526,220678268
